1,France,Armentières,Talisman,13
2,France,IvrysurSeine,Grim,22
3,France,Vannes,Kedzie,18
4,France,Rouen,Karstens,22
5,United States,Pittsburgh,Orin,5
6,France,Paris 07,Muir,37
7,Russia,Gryazovets,Bartillon,13
8,Canada,SaintRémi,Delladonna,25
9,Russia,Kholbon,Sherman,34
10,Russia,Rakhmanovo,Corben,13
11,United States,Detroit,Gateway,12
12,France,Castres,Buell,39
13,Brazil,Nortelândia,Anniversary,14
14,Japan,Yasugichō,Tony,20
15,Russia,Chamlykskaya,Blackbird,6
16,Sweden,Lycksele,Waubesa,29
17,Russia,Lakha Nëvre,Colorado,27
18,Russia,Mendeleyevo,Atwood,13
19,Brazil,Araçatuba,Waubesa,38
20,Japan,Iida,Riverside,14
21,Japan,Shimokizukuri,Oneill,29
22,Japan,Shiogama,Evergreen,9
23,Russia,Kizema,Heffernan,24
24,Russia,Bolgar,Heffernan,1
25,France,Paris 09,Bartelt,20
26,Brazil,Paranavaí,Coleman,13
27,Russia,Novorossiysk,Rigney,3
28,Japan,Kokubumatsuki,Manley,4
29,Brazil,Satuba,Hanover,19
30,Japan,Mombetsu,Loeprich,40
31,France,Lyon,Hanover,4
32,United States,Peoria,Continental,5
33,United States,Orange,Fulton,12
34,United Kingdom,Brampton,Spenser,19
35,Japan,Mikuni,5th,2
36,Russia,Kuznechikha,Lotheville,34
37,Slovenia,Hodoš,Portage,2
38,Czech Republic,Blažovice,Twin Pines,14
39,Russia,L’govskiy,Hazelcrest,1
40,France,Lunéville,Northfield,26
41,Ukraine,Verkhnya Rozhanka,Fairview,6
42,United States,Kansas City,Mccormick,37
43,Brazil,Alegre,Talisman,8
44,Russia,Novozavedennoye,Maple,36
45,Sweden,Eksjö,Blackbird,11
46,Slovenia,Lenart v Slov. Goricah,Oxford,6
47,Czech Republic,Černilov,Garrison,18
48,Russia,Rybinsk,Corscot,7
49,Ukraine,Novovorontsovka,Muir,13
50,Japan,Hamada,Haas,21
51,Brazil,Itabaiana,Barby,29
52,France,Paris 01,Golf,18
53,Ukraine,Lysyanka,Thierer,22
54,Japan,Usuki,Eastwood,8
55,Russia,Muslyumovo,Sundown,38
56,Ukraine,Vyshhorod,Park Meadow,20
57,Brazil,Caçapava do Sul,Northwestern,28
58,Russia,Murygino,Gerald,8
59,Brazil,Rancharia,Stone Corner,12
60,Russia,Skuratovskiy,Crescent Oaks,29
61,Ukraine,Skelivka,Debs,35
62,United States,Tampa,Del Mar,28
63,France,Colmar,8th,4
64,Russia,Temirgoyevskaya,Macpherson,1
65,Canada,Lacombe,Farwell,30
66,Russia,Sol’tsy,Gerald,10
67,Sweden,MunkaLjungby,Spenser,22
68,Hong Kong,Tai Po,Cottonwood,13
69,Russia,Ust’Dzheguta,School,15
70,Norway,Moss,Dryden,22
71,Russia,Pregradnoye,Eggendart,25
72,Sweden,Täby,1st,16
73,Czech Republic,Klobuky,Shasta,17
74,Ukraine,Kostryzhivka,Heath,6
75,Japan,Yorii,Scofield,12
76,Russia,Ivanteyevka,Stephen,12
77,France,Périgueux,Green,3
78,France,Mâcon,Pawling,24
79,Sweden,Örebro,Sommers,28
80,Canada,SainteThérèse,Ohio,6
81,Brazil,Extremoz,Sugar,15
82,Russia,Susuman,Reinke,14
83,Sweden,Eskilstuna,Buena Vista,17
84,France,Orsay,Straubel,15
85,United States,Anniston,Meadow Vale,38
86,France,AixenProvence,Talmadge,26
87,Norway,Molde,Elgar,3
88,Russia,Pospelikha,Daystar,15
89,Sweden,Sollefteå,Magdeline,26
90,Brazil,Vinhedo,Lindbergh,13
91,Sweden,Borlänge,Maywood,14
92,Russia,Tekstil’shchiki,Packers,12
93,Brazil,Nova Iguaçu,Pennsylvania,23
94,Russia,Zverevo,Pleasure,31
95,United States,Grand Forks,Manley,37
96,Canada,Parrsboro,Buell,24
97,Japan,Ōzu,Cordelia,10
98,Germany,Cottbus,Brown,7
99,Russia,Chernyakhovsk,Dovetail,5
100,Sweden,Huddinge,Portage,26
101,France,Strasbourg,Dawn,39
102,Brazil,Tefé,Charing Cross,31
103,Russia,Vatutino,Myrtle,17
104,Brazil,Igarapé Açu,Arrowood,10
105,Canada,Mirabel,Mcguire,15
106,Sweden,Gävle,Dovetail,38
107,Russia,Dno,Portage,26
108,Russia,Chita,Oriole,21
109,Russia,Novyy Urgal,Anderson,24
110,Russia,Svetogorsk,Sunnyside,36
111,Russia,Zlatoust,Hallows,33
112,Brazil,Japeri,Westridge,36
113,Brazil,Gameleira,Michigan,39
114,Japan,Zama,Service,32
115,United States,Greensboro,Bay,37
116,France,Nemours,Dapin,4
117,United Kingdom,Milton,Golf View,9
118,Russia,Kubanskiy,Badeau,26
119,United States,Memphis,Tennyson,4
120,Sweden,Järfälla,Ronald Regan,13
121,Russia,Poddor’ye,Tony,2
122,Brazil,Aimorés,Meadow Valley,18
123,Brazil,Cubatão,Pankratz,4
124,Slovenia,Bovec,Charing Cross,25
125,Japan,Hiji,Center,7
126,Ukraine,Chervonoarmiys’k,Maywood,22
127,Japan,Hachinohe,Stoughton,29
128,Brazil,Pomerode,Kingsford,18
129,Sweden,Torsby,Glacier Hill,20
130,Russia,Seredka,Cordelia,17
131,Czech Republic,Nezamyslice,Vermont,35
132,Russia,Velikovechnoye,Fair Oaks,23
133,Brazil,Guanhães,Kenwood,9
134,Japan,Yūki,Farragut,17
135,Russia,Goyty,Sunnyside,13
136,United States,Fort Worth,Kim,26
137,Brazil,Sapucaia,Cody,22
138,Russia,Zelenograd,Killdeer,38
139,Japan,Kishiwada,Dottie,31
140,Canada,Thorold,Stoughton,37
141,Brazil,Iracemápolis,Packers,14
142,France,Paris 11,Starling,23
143,Brazil,Passo Fundo,Stuart,30
144,United States,Rochester,Sullivan,21
145,United States,North Little Rock,Summer Ridge,38
146,United States,Santa Ana,Carberry,39
147,Sweden,Svalöv,Clemons,16
148,Russia,Glyadyanskoye,Lake View,28
149,Czech Republic,Kout na Šumavě,Hoepker,16
150,Japan,Hamakita,Clyde Gallagher,17
151,Russia,Novobeysugskaya,Old Gate,21
152,Sweden,Smedjebacken,Browning,36
153,Russia,Ol’ginskaya,Spaight,27
154,Brazil,Parelhas,Utah,9
155,Ukraine,Dashev,Warner,17
156,Brazil,Coxim,La Follette,5
157,Russia,Kupchino,Bultman,17
158,Japan,Hirara,Grover,16
159,Italy,Laspezia,Oneill,30
160,Russia,Vysokogornyy,Pawling,7
161,Sweden,Västerås,Dennis,26
162,United Kingdom,Dean,Kennedy,17
163,Sweden,Umeå,Eliot,12
164,Russia,KomsomolskonAmur,John Wall,5
165,Sweden,Stockholm,Larry,6
166,Russia,Pereleshino,Hoard,3
167,Russia,Karpushikha,Swallow,27
168,France,La Rochelle,Heath,15
169,France,Châteaurenard,Bartelt,6
170,Brazil,Tramandaí,Caliangt,38
171,Russia,Baklashi,Hollow Ridge,15
172,Russia,Zlatoust,Debra,13
173,Russia,Zheleznodorozhnyy,Anniversary,27
174,Ukraine,Syevyerodonets’k,6th,20
175,Brazil,Caeté,Erie,24
176,Russia,Novorossiysk,Reindahl,32
177,Ukraine,Volochys’k,Kingsford,35
178,Sweden,Jönköping,Forest,20
179,Norway,Drammen,Westend,31
180,Canada,Pemberton,Monument,3
181,France,Cavaillon,Hudson,29
182,Norway,Oslo,Killdeer,9
183,France,Vittel,Waywood,35
184,Brazil,Ubatã,1st,14
185,France,Paris La Défense,Independence,27
186,Russia,Monastyrishche,Charing Cross,13
187,Japan,Mooka,Dunning,19
188,Japan,Kasugai,Helena,15
189,United States,Brooklyn,Anthes,14
190,Russia,Selishche,Garrison,35
191,Russia,Sovetskoye,Susan,34
192,Czech Republic,Vacenovice,Golden Leaf,36
193,Ukraine,Krasnoarmiys’k,Washington,24
194,Russia,Vel’sk,Prairieview,13
195,Japan,Kakuda,Delladonna,17
196,Ukraine,Chapayeve,Browning,35
197,Canada,Hope,Prairieview,25
198,Russia,Myshkin,Trailsway,39
199,Sweden,Spånga,Dakota,31
200,Sweden,Täby,Veith,27
201,Czech Republic,Všetaty,Almo,2
202,France,Rodez,Lyons,10
203,Germany,Frankfurt am Main,Sunbrook,37
204,Canada,Metchosin,Steensland,15
205,Russia,Marfino,Pepper Wood,31
206,Russia,Vistino,Porter,4
207,France,Flers,Garrison,20
208,Japan,Owase,Prairieview,39
209,France,Locminé,Oak,11
210,Russia,Georgiyevsk,Lakeland,37
211,Canada,Saguenay,Nelson,8
212,France,SaintLaurentBlangy,Sheridan,12
213,United States,Tallahassee,Riverside,10
214,Norway,Kristiansund N,Heffernan,21
215,Russia,Krasnaya Polyana,Corben,38
216,Brazil,Oros,Grover,2
217,Russia,Lazo,Charing Cross,28
218,Sweden,Falun,Glacier Hill,17
219,Canada,Princeville,Cordelia,38
220,Russia,Opochka,Golf,28
221,Russia,Osa,Hansons,5
222,Russia,Prosvet,Grim,25
223,Russia,Shalazhi,Clyde Gallagher,15
224,Sweden,Rimbo,Mccormick,32
225,Brazil,Entre Rios,Fremont,13
226,Ukraine,Kolodenka,Forest,33
227,Czech Republic,Hošťka,North,27
228,Brazil,Nova Iguaçu,Sage,28
229,France,LonsleSaunier,Melvin,15
230,United States,Honolulu,Surrey,32
231,Sweden,Uppsala,Di Loreto,8
232,United States,Amarillo,Union,39
233,Brazil,Sinop,Tennessee,7
234,Ukraine,Barvinkove,Mendota,23
235,Russia,Pindushi,Pleasure,22
236,Czech Republic,Březová,Heffernan,27
237,Czech Republic,Dřiteň,North,19
238,Russia,Ust’Katav,Canary,38
239,United States,Nashville,Ridge Oak,24
240,Germany,Braunschweig,Golf Course,25
241,Japan,Maki,Portage,18
242,Russia,Zelenodolsk,Surrey,2
243,Russia,Ufa,Bunting,37
244,Brazil,Timbiras,Homewood,1
245,Germany,Wiesbaden,Transport,32
246,Ukraine,Mikulintsy,Sherman,12
247,United States,Greensboro,Stang,33
248,Russia,Pokhvistnevo,Grim,18
249,Czech Republic,Stará Ves nad Ondřejnicí,Cody,28
250,Russia,Novyy Nekouz,Algoma,30
251,France,Laxou,Towne,14
252,Russia,GornoAltaysk,Lawn,17
253,Canada,Napierville,Ludington,13
254,France,Reims,Everett,27
255,Russia,Novotroitsk,Pawling,9
256,France,CosneCourssurLoire,Sage,25
257,Canada,Windsor,Garrison,18
258,Brazil,Rio Claro,Jay,39
259,Russia,Dzerzhinskiy,Bluestem,37
260,Russia,Boguchar,Grim,16
261,Brazil,Ipaba,Cambridge,11
262,Canada,Fox Creek,Green Ridge,32
263,United States,Spring,Old Gate,20
264,Sweden,Robertsfors,Roxbury,6
265,Russia,Divnoye,Mandrake,32
266,Russia,Ubinskoye,Eastwood,1
267,Japan,Toyoshina,Schurz,31
268,Russia,Khvalynsk,Kipling,18
269,Ukraine,Smyga,Springs,17
270,Japan,Yamagatashi,Golden Leaf,21
271,Brazil,Piritiba,Moland,19
272,Ukraine,Obukhiv,Dwight,24
273,Canada,Devon,Nova,40
274,Russia,Sakharovo,Cottonwood,27
275,France,Marseille,Manley,33
276,Brazil,Penalva,Ridge Oak,3
277,Brazil,Parnamirim,Orin,7
278,Sweden,Tierp,Larry,33
279,Ukraine,Kryva Hora,Anniversary,30
280,Norway,Skien,Reindahl,5
281,Brazil,Pato Branco,Spaight,9
282,United States,New York City,Scoville,2
283,Slovenia,Lucija,Cambridge,29
284,Sweden,Skoghall,Kings,34
285,Ukraine,Korop,Dottie,26
286,France,Vannes,Hoepker,14
287,France,Agen,Birchwood,26
288,Russia,Rassvet,Jackson,36
289,Japan,Kōchishi,Leroy,30
290,Czech Republic,Meziměstí,Monica,31
291,Czech Republic,Zabrušany,Glacier Hill,17
292,Japan,Tottori,Shoshone,25
293,Russia,Shalazhi,Maple Wood,9
294,Japan,Nahashi,Florence,18
295,Sweden,Hisings Kärra,Fieldstone,1
296,Russia,Shubenka,Sachtjen,23
297,France,Toulouse,Eggendart,38
298,Sweden,Stockholm,Meadow Vale,3
299,Brazil,Maceio,Calypso,10
300,Brazil,Soledade,Hoffman,30
301,United Kingdom,Merton,Granby,12
302,Russia,Tomsk,Florence,20
303,Brazil,Umuarama,Redwing,40
304,Japan,Ikoma,Fremont,28
305,Brazil,Garibaldi,Sachs,23
306,Ukraine,Askaniya Nova,Havey,37
307,Russia,Solikamsk,Pepper Wood,34
308,Sweden,Helsingborg,Saint Paul,21
309,Brazil,Humaitá,Artisan,12
310,Ukraine,Horodnya,Monterey,18
311,Russia,Lyskovo,Cambridge,17
312,United States,Dulles,Dovetail,20
313,Sweden,Skövde,Butterfield,40
314,Russia,Temyasovo,Mcguire,11
315,Sweden,Stockholm,Westerfield,27
316,Brazil,Itapecuru Mirim,Morningstar,29
317,Russia,Orlovskiy,Ohio,24
318,Russia,Kostomuksha,Clarendon,23
319,Slovenia,Mokronog,Utah,26
320,Sweden,Gävle,New Castle,26
321,Czech Republic,Kunvald,Golden Leaf,32
322,Ukraine,Medzhibozh,Dennis,26
323,Canada,Coquitlam,Cottonwood,37
324,France,Paris 11,Butternut,21
325,Czech Republic,Brušperk,Cambridge,6
326,Russia,Khasavyurt,Dakota,20
327,Norway,Oslo,Bunker Hill,20
328,Canada,Claresholm,Lien,23
329,Japan,Satsumasendai,Crowley,15
330,Russia,Khrebtovaya,Dixon,1
331,Russia,Zhiryatino,Old Shore,26
332,Brazil,Paranaíba,Sutherland,36
333,Russia,Udobnaya,Monterey,15
334,United States,Lincoln,Rowland,40
335,Russia,Novosemeykino,Spaight,19
336,Russia,Nesterov,Northview,3
337,Russia,Lyubertsy,Ronald Regan,19
338,United States,Durham,Amoth,26
339,Brazil,Itapemirim,Red Cloud,38
340,Russia,Mikhnëvo,Maple Wood,17
341,Ukraine,Hlyboka,Bobwhite,13
342,France,Tourcoing,Burning Wood,22
343,Japan,Suita,Luster,7
344,Russia,Kobrinskoye,Grover,25
345,France,CharentonlePont,Northridge,6
346,United States,Wichita,Dakota,7
347,Russia,Ufa,Pennsylvania,27
348,Russia,Ulyanovsk,Division,39
349,Brazil,Três de Maio,Lawn,40
350,France,Ajaccio,Dryden,30
351,Russia,Novoul’yanovsk,Pawling,9
352,Sweden,Örebro,Jana,4
353,Russia,Pskov,Old Gate,26
354,Russia,Lopandino,Lunder,21
355,Sweden,Ludvika,Fulton,9
356,France,Orléans,Burning Wood,30
357,Brazil,Bocaiúva,Dennis,9
358,United States,Brooklyn,Spaight,14
359,Brazil,Esplanada,Melrose,23
360,Sweden,Finspång,Carberry,21
361,Canada,Parksville,Northview,6
362,United States,Columbus,Service,39
363,Ukraine,Verbivka,Browning,31
364,Sweden,Stockholm,Westend,34
365,United States,Alexandria,Northland,37
366,Russia,Bograd,Delladonna,27
367,Russia,Chelyabinsk,Lakewood Gardens,9
368,Russia,Yelets,Crest Line,2
369,United Kingdom,Church End,Mariners Cove,38
370,Russia,Volzhsk,Larry,26
371,Japan,Nishiwaki,Esch,14
372,Russia,Donskoy,Evergreen,24
373,France,Vienne,Eliot,31
374,United States,Vancouver,Springview,37
375,Russia,Mendeleyevsk,Steensland,40
376,France,Paris 09,South,35
377,Ukraine,Kharkiv,Debs,20
378,Russia,Zelenchukskaya,Straubel,28
379,Canada,Richibucto,Armistice,7
380,Slovenia,Lipovci,Brown,27
381,France,Évreux,Lillian,14
382,France,MoretsurLoing,Reindahl,2
383,Japan,Yoshii,Ridgeview,3
384,United States,Baltimore,Clemons,22
385,France,Niort,Crest Line,1
386,United States,Providence,Troy,11
387,Japan,Hiji,Mendota,1
388,Sweden,Lidingö,Lawn,9
389,Ukraine,Vovchans’k,Spohn,37
390,Norway,Frei,Ridgeview,33
391,Russia,Muslyumovo,Sunbrook,38
392,Russia,Donskoy,Garrison,14
393,Ukraine,Chornukhyne,Main,13
394,Slovenia,Rakičan,Tony,9
395,Russia,Baraba,Prentice,9
396,France,Marseille,Blackbird,39
397,France,SaintLaurentduVar,Hudson,24
398,Russia,Kirs,Westend,22
399,Brazil,Mandaguari,Victoria,6
400,Ukraine,Apostolove,Susan,11
401,Sweden,Jönköping,Crest Line,9
402,Canada,Beaverlodge,Schurz,31
403,Russia,Popova,Karstens,29
404,Czech Republic,Petrovice u Karviné,Nevada,36
405,Czech Republic,Chrastava,Gina,23
406,Sweden,Deje,Old Shore,5
407,Russia,Oster,Starling,26
408,France,CergyPontoise,Artisan,14
409,Russia,Mochishche,Aberg,20
410,Sweden,Bandhagen,Independence,29
411,France,MarlyleRoi,Prairie Rose,7
412,Norway,Oslo,Maywood,8
413,Russia,Argayash,Hudson,19
414,Canada,Anmore,Old Gate,6
415,Sweden,Danderyd,Sutherland,24
416,Germany,Stuttgart,Rusk,36
417,Brazil,Eirunepé,Ludington,21
418,United States,Shreveport,Schlimgen,31
419,United States,Fullerton,Blue Bill Park,21
420,Czech Republic,Zbraslav,Goodland,14
421,Japan,Aso,4th,22
422,Russia,Listvyanskiy,Village Green,30
423,United States,Las Vegas,Mosinee,14
424,Ukraine,Komsomolsk,Manitowish,22
425,Russia,Unecha,Morrow,27
426,Italy,Milano,Farragut,33
427,Japan,Kuroiso,Summit,37
428,Ukraine,Fontanka,Upham,17
429,United States,Phoenix,Prentice,13
430,Sweden,Karlskoga,Cherokee,2
431,United States,Mesquite,Luster,36
432,United States,Saint Petersburg,7th,23
433,Sweden,Norberg,Cambridge,30
434,Sweden,SaltsjöBoo,Banding,33
435,Brazil,Castro,Valley Edge,7
436,Canada,SaintBruno,Spaight,22
437,Sweden,Mariestad,Logan,1
438,Brazil,Taquari,Dapin,1
439,Ukraine,Tukhlya,Rieder,13
440,United States,Maple Plain,Clarendon,22
441,Russia,Novogurovskiy,Texas,40
442,Russia,Tver,Stang,18
443,Japan,Ōkawara,Sachs,2
444,United States,Seattle,Glendale,35
445,Brazil,Abadiânia,Duke,9
446,France,Arcueil,Heffernan,1
447,Norway,Tønsberg,Kensington,18
448,United States,Denver,Village,39
449,Czech Republic,Chyňava,Walton,30
450,United States,West Palm Beach,Banding,24
451,Russia,Mamedkala,Annamark,22
452,Russia,Novaya Usman’,Morning,37
453,Japan,Sapporo,Bartelt,20
454,Czech Republic,Sezimovo Ústí,Porter,20
455,Brazil,Lago dos Rodrigues,Canary,2
456,Brazil,Afogados da Ingazeira,Sommers,2
457,Brazil,Taquara,8th,12
458,Brazil,Tremembé,Darwin,35
459,Japan,Owase,Myrtle,7
460,Japan,Funehikimachifunehiki,Coolidge,20
461,Russia,Nema,Rowland,30
462,Russia,Nagutskoye,Fisk,37
463,France,Nîmes,Mayfield,18
464,Norway,Hamar,Browning,39
465,Ukraine,Hubynykha,Bellgrove,1
466,Sweden,Ed,Carioca,28
467,France,ChambraylèsTours,Haas,11
468,Russia,Zavolzh’ye,Graceland,39
469,Brazil,Macatuba,Maryland,3
470,Brazil,Caldas Novas,Cardinal,38
471,Japan,Kisarazu,Doe Crossing,25
472,Norway,Tromsø,Morning,6
473,Russia,Spasskoye,Coolidge,36
474,Canada,Drummondville,Portage,5
475,France,Angers,Sheridan,38
476,Brazil,Juazeiro do Norte,Gateway,11
477,Canada,Whistler,Melrose,20
478,United States,Nashville,Cascade,39
479,Japan,Tomobe,Weeping Birch,33
480,Russia,Yefremov,2nd,22
481,Russia,Komsomol’skiy,Porter,14
482,United States,Colorado Springs,Logan,36
483,Brazil,Quaraí,Fremont,14
484,Russia,Naushki,Ridgeway,1
485,Canada,Normandin,Thackeray,4
486,United States,Birmingham,1st,16
487,United States,Birmingham,Sycamore,36
488,Russia,Kurba,Fulton,23
489,France,L'Aigle,Anderson,33
490,Italy,Roma,Butterfield,34
491,Brazil,Carolina,Calypso,18
492,Japan,Hita,Utah,22
493,United States,Oakland,Fulton,13
494,United States,Peoria,Fairview,7
495,United States,Charlottesville,Westport,30
496,Russia,Zherdevka,Haas,2
497,Germany,Dortmund,Ryan,39
498,Russia,Uinskoye,Victoria,24
499,Sweden,Torsås,Brown,33
500,United States,South Bend,Linden,16
501,France,Fresnes,Basil,10
502,Japan,Ise,Transport,2
503,Russia,Priyutovo,Springview,5
504,Sweden,Stockholm,Pine View,36
