1,France,Armentières,Talisman,13
505,Sweden,Göteborg,Packers,27
506,Brazil,Lagoa do Itaenga,Lindbergh,35
507,Brazil,Concordia,Corry,4
508,Russia,Sovetskiy,Mcguire,14
509,Japan,Naka,Maryland,11
510,Russia,Shirokovskiy,Loomis,21
511,France,LonsleSaunier,Aberg,29
512,Brazil,Mafra,Scoville,5
513,France,Cavaillon,Bluestem,19
514,United States,Delray Beach,Dottie,25
515,Japan,Fujioka,Bashford,11
516,United States,Gainesville,Northview,25
517,Brazil,Araçoiaba da Serra,Hoffman,38
518,Russia,Khrebtovaya,Burning Wood,7
519,Sweden,Eksjö,Anniversary,17
520,Brazil,Codo,Nevada,12
521,Brazil,Itaqui,Kropf,37
522,Russia,Strizhi,Lyons,34
523,Brazil,Iturama,Roxbury,24
524,Russia,Shuvakish,Blue Bill Park,27
525,Russia,Nikolayevskaya,Ruskin,11
526,Russia,Pavlovka,Badeau,13
527,Canada,Gibsons,Arrowood,15
528,Ukraine,Ozerne,Barby,27
529,Sweden,Hässleholm,Brentwood,37
530,Brazil,Goiatuba,Katie,39
531,Russia,Mostovskoy,Sutherland,34
532,Canada,LacMégantic,Bluejay,34
533,Russia,Kobrinskoye,Lyons,40
534,Sweden,Grängesberg,Blue Bill Park,30
535,Russia,Shchukino,Spohn,25
536,Sweden,Katrineholm,Holmberg,28
537,Sweden,Kristianstad,Delladonna,19
538,Canada,Oliver,Clove,20
539,Czech Republic,Bystré,Prentice,30
540,France,Paris 02,Dexter,7
541,Brazil,Iporá,School,35
542,Russia,Monchegorsk,Petterle,27
543,Japan,Ōi,School,17
544,United States,Kingsport,Lakewood Gardens,25
545,Canada,Martensville,Westend,34
546,France,Paris 08,Lillian,38
547,Japan,Ōsakashi,Little Fleur,9
548,France,Pau,Almo,23
549,Brazil,Soure,Ronald Regan,9
550,Canada,Laval,Hagan,11
551,Brazil,Rio das Pedras,Fallview,27
552,Czech Republic,Luže,Fremont,15
553,Sweden,Västerås,Kim,18
554,Japan,Asaka,Heath,36
555,Russia,Pervomayskiy,Oak,29
556,Brazil,Abaeté,Rutledge,18
557,Ukraine,Zbarazh,4th,40
558,Japan,Kamaishi,Ludington,3
559,Czech Republic,Břeclav,Evergreen,16
560,Canada,CookshireEaton,Hoffman,2
561,Czech Republic,Psáry,Holmberg,4
562,Brazil,Patos de Minas,Northfield,13
563,Japan,Yonezawa,Sauthoff,39
564,Russia,Mayrtup,Hudson,7
565,France,Dijon,Elka,6
566,Russia,Semiletka,Lunder,27
567,France,Niort,Bay,16
568,Russia,Timiryazevskoye,Vera,15
569,Sweden,Mjölby,Sullivan,11
570,Brazil,Araxá,Delladonna,10
571,United States,Seattle,Spenser,19
572,France,LagnysurMarne,Jackson,32
573,Japan,Fuji,Butternut,32
574,Brazil,Aquiraz,Doe Crossing,38
575,Russia,Neya,Lakewood Gardens,8
576,France,MarnelaVallée,2nd,32
577,Brazil,Pedra Azul,Browning,12
578,Russia,Lefortovo,Melrose,40
579,United States,Tucson,Hollow Ridge,9
580,Sweden,Stockholm,Express,9
581,Brazil,Corumbá,Dennis,29
582,Brazil,Riachão do Jacuípe,Memorial,12
583,Canada,Mattawa,Reindahl,27
584,Brazil,Buerarema,Hayes,26
585,Russia,Leninogorsk,Macpherson,3
586,Russia,Lebedyan’,Sauthoff,28
587,Russia,Muchkapskiy,Buena Vista,6
588,Russia,Yug,Moland,8
589,Russia,Semikarakorsk,Riverside,29
590,Slovenia,Hrušica,Linden,36
591,Russia,Kamenka,Dunning,6
592,France,Nîmes,Hooker,10
593,France,SaintLaurentBlangy,Ridge Oak,24
594,France,Argentan,Mendota,10
595,Canada,ChâteauRicher,Lakeland,13
596,Brazil,Reserva,Vidon,13
597,Russia,Lukhovka,Homewood,20
598,Czech Republic,Valdice,Graceland,21
599,Japan,Tsurugiasahimachi,Eastlawn,28
600,Japan,Nakatsu,Graedel,23
601,Czech Republic,Osek nad Bečvou,Ridgeview,2
602,Brazil,Ubatã,Lakewood,29
603,Russia,Mariinsk,Coolidge,26
604,Japan,Komatsushimachō,Sugar,25
605,Russia,Inderka,Tennyson,7
606,Brazil,Maragogi,Prairie Rose,40
607,Brazil,São Bento,Jenifer,1
608,United States,Oklahoma City,Nevada,3
609,Norway,Sandnes,Karstens,13
610,United States,Santa Rosa,Elka,18
611,Russia,Alpatovo,Lien,4
612,Russia,Nauchnyy Gorodok,Bartillon,35
613,Brazil,Jardim,Tomscot,28
614,Brazil,Corumbá,Montana,40
615,Czech Republic,Strážná,Mosinee,12
616,Czech Republic,Rokytnice nad Jizerou,Prairieview,9
617,Brazil,Barra Mansa,Starling,37
618,Norway,Arendal,Hagan,33
619,Ukraine,Murovanoye,Green Ridge,17
620,Canada,Québec,Ridgeway,15
621,Japan,Futtsu,2nd,17
622,Canada,Kugluktuk,Dakota,3
623,Russia,Pallasovka,Eggendart,40
624,Canada,Weyburn,John Wall,7
625,Sweden,Göteborg,Northview,21
626,United States,Annapolis,Anderson,19
627,France,Paris 13,Hoepker,20
628,Russia,Pskov,Northland,28
629,Russia,Gaptsakh,Rigney,8
630,Russia,Prokop’yevsk,Sachtjen,9
631,Russia,Rayevskiy,Grover,31
632,Russia,Vyshneye Dolgoye,Coolidge,7
633,Russia,Tosno,Randy,39
634,Russia,Zhiletovo,Colorado,36
635,Czech Republic,Bánov,Fulton,15
636,Canada,Wolfville,Prairie Rose,35
637,Sweden,Saltsjöbaden,Mendota,4
638,Niger,Ayorou,Lawn,24
639,Sweden,Johanneshov,Kipling,6
640,Czech Republic,Blansko,Farmco,25
641,Sweden,Finspång,Walton,30
642,Canada,SainteThérèse,Troy,19
643,France,Limoges,Oak Valley,30
644,Sweden,Hisings Kärra,Fordem,25
645,Russia,Tatarka,Nancy,37
646,Ukraine,Chulakivka,Parkside,33
647,France,Paris La Défense,Riverside,29
648,Brazil,Arroio do Meio,Buhler,7
649,Japan,Ichihara,Sommers,10
650,Russia,Lobanovo,Schlimgen,2
651,Russia,Dauriya,Reindahl,18
652,Sweden,Brunflo,Red Cloud,2
653,France,Sélestat,Ludington,7
654,Russia,Severka,Donald,1
655,Sweden,Kristinehamn,Jenna,18
656,Japan,Kanoya,Coolidge,11
657,France,Deauville,Hoffman,32
658,Norway,Tromsø,Heffernan,22
659,Czech Republic,Všeruby,Everett,40
660,France,Nanterre,Ronald Regan,31
661,Sweden,Rimbo,Bunting,39
662,Japan,Sagara,Tennessee,8
663,United States,Newport Beach,Farwell,10
664,Russia,Leninsk,Thierer,2
665,France,Strasbourg,Sullivan,28
666,Ukraine,Kramators’k,Michigan,8
667,Canada,Marathon,Kropf,32
668,Russia,Silikatnyy,Sauthoff,25
669,Brazil,Santa Helena,Amoth,34
670,Russia,Berendeyevo,New Castle,3
671,France,La SeynesurMer,Texas,38
672,Brazil,São Carlos,Rigney,16
673,Japan,Zama,Armistice,17
674,Canada,Richmond,Boyd,16
675,Ukraine,Molodohvardiys’k,Westerfield,17
676,Russia,Zaplavnoye,Holmberg,17
677,France,SaintHerblain,Emmet,34
678,Russia,Segezha,Tennessee,16
679,Brazil,Viçosa do Ceará,Superior,24
680,Canada,Vulcan,Chinook,20
681,Japan,BungoTakadashi,Miller,25
682,United States,Washington,Holy Cross,5
683,Brazil,Pindorama,Chive,6
684,Russia,KoshAgach,Farwell,31
685,Norway,Stavanger,Sundown,14
686,Czech Republic,Vřesina,Hagan,31
687,Russia,Akademicheskoe,Marquette,32
688,France,Caen,Stephen,37
689,Sweden,Söderköping,Porter,33
690,France,CharentonlePont,Meadow Ridge,9
691,United States,Fort Wayne,Londonderry,25
692,Brazil,Jaguaquara,Killdeer,31
693,France,Le Mans,Hoepker,17
694,Canada,Donnacona,Eliot,26
695,Norway,Fyllingsdalen,Briar Crest,40
696,Canada,Winnipeg,Crescent Oaks,18
697,Russia,Pionerskiy,Eastwood,21
698,Canada,Delson,Gina,32
699,United States,Washington,Shasta,12
700,Russia,Smolenka,Badeau,9
701,Ukraine,Tymoshivka,Northfield,1
702,Brazil,Espumoso,Kennedy,21
703,France,CergyPontoise,6th,2
704,United States,Atlanta,Farmco,27
705,Brazil,Santa Cruz das Palmeiras,Crowley,19
706,Brazil,Dois Vizinhos,Amoth,9
707,Ukraine,Pidhaytsi,Roxbury,1
708,France,DignelesBains,Iowa,40
709,Russia,Malakhovka,Summit,24
710,Russia,Ovsyanka,Loeprich,27
711,Norway,Oslo,Corben,21
712,Sweden,Sundbyberg,Lakewood,13
713,United States,Lexington,Erie,15
714,Canada,NewRichmond,Rigney,21
715,Sweden,Partille,Rieder,26
716,Sweden,SaltsjöBoo,Vahlen,39
717,Russia,Gorodets,Erie,27
718,Sweden,Norrköping,Tennyson,4
719,Russia,Tekstil’shchiki,Hudson,35
720,Russia,Kirovskiy,Schiller,25
721,United States,Charlotte,Superior,31
722,France,SaintJeandeLuz,Erie,34
723,Brazil,Machado,Raven,16
724,Sweden,Falun,Mcbride,20
725,Russia,Sosnovka,Eastwood,4
726,Brazil,Soure,Vernon,30
727,Japan,Sakai,Merchant,9
728,Japan,Sagae,Shoshone,5
729,Russia,Tabuny,Dorton,16
730,Ukraine,Velykyy Burluk,Waubesa,26
731,France,Vesoul,Esch,6
732,France,Schirmeck,Kipling,28
733,United States,Beaverton,Old Shore,8
734,Canada,High River,Eastwood,1
735,Sweden,Vaggeryd,Blackbird,25
736,Czech Republic,Zásmuky,Sloan,21
737,Ukraine,Pnikut,Pond,12
738,Canada,Athabasca,Continental,1
739,Sweden,Spånga,Toban,38
740,Sweden,Emmaboda,Anhalt,2
741,Sweden,Haninge,West,8
742,Brazil,Barcarena,Rowland,5
743,Russia,Kalinovskoye,Old Gate,33
744,Japan,Hamamatsu,Novick,23
745,Sweden,Skellefteå,Toban,7
746,Brazil,Porteirinha,Gale,37
747,Brazil,Franco da Rocha,Crescent Oaks,9
748,Russia,Ovsyanka,Lien,15
749,Ukraine,Skole,Dahle,39
750,Russia,Davydovo,Randy,30
751,Brazil,Gravataí,Gulseth,19
752,Brazil,Araras,International,29
753,United States,Fort Wayne,Mockingbird,2
754,France,Paris 17,Kedzie,3
755,United States,Columbia,International,33
756,United States,Chicago,Rigney,11
757,Russia,Starobelokurikha,Morningstar,31
758,Ukraine,UraloKavkaz,Holmberg,35
759,Russia,Omsukchan,Nancy,36
760,Brazil,Ipameri,Charing Cross,39
761,Japan,Tomioka,Elgar,5
762,Russia,Tpig,Menomonie,27
763,Czech Republic,Staré Město,Swallow,11
764,Brazil,Jundiaí,Macpherson,18
765,Czech Republic,Ostrožská Lhota,Boyd,5
766,Ukraine,Holoby,Norway Maple,28
767,Sweden,Rönninge,Mayfield,36
768,Brazil,Dom Pedrito,Goodland,9
769,Russia,Kayakent,Loftsgordon,12
770,Russia,Golynki,Rusk,36
771,France,ChalonsurSaône,Katie,11
772,Russia,Bokhan,Jenna,21
773,Czech Republic,Ronov nad Doubravou,Grayhawk,21
774,Russia,Kemlya,Debra,19
775,Czech Republic,Francova Lhota,Hudson,30
776,Germany,Düsseldorf,Orin,24
777,Norway,Skien,Clemons,21
778,Japan,Jōetsu,Johnson,16
779,Brazil,Itapipoca,Heffernan,11
780,Japan,Kawanoechō,Namekagon,22
781,Russia,Pervoural’sk,Del Sol,18
782,Slovenia,Preserje pri Radomljah,Bonner,10
783,Sweden,Sölvesborg,Stephen,25
784,Sweden,Ystad,Johnson,40
785,Brazil,Biritiba Mirim,Straubel,39
786,Canada,South River,Nancy,8
787,Sweden,Strömsund,Scott,4
788,Slovenia,Preserje pri Radomljah,Norway Maple,34
789,Russia,Volgodonsk,David,32
790,Czech Republic,Postřelmov,Rockefeller,14
791,Czech Republic,Francova Lhota,Sutteridge,24
792,Russia,Kushnarënkovo,Valley Edge,8
793,Japan,Ōsakashi,Bluejay,2
794,France,Paris 15,Pennsylvania,29
795,France,Avon,Portage,32
796,France,Paris 01,4th,6
797,Japan,Furudate,Comanche,36
798,Brazil,Pombos,Monica,18
799,Canada,Lloydminster,Susan,6
800,France,Nancy,Ridge Oak,39
801,Ukraine,Lyubotyn,Gateway,27
802,Brazil,Corumbá,Hagan,18
803,Sweden,Kinna,Acker,7
804,Russia,Leninskiy,Sunfield,11
805,Brazil,São José de Ribamar,Pawling,14
806,Slovenia,Trbovlje,Tennyson,37
807,France,La RochesurYon,Daystar,29
808,Sweden,Uppsala,Corry,23
809,Sweden,Umeå,Starling,29
810,Russia,Bolgar,Kenwood,25
811,Russia,Timashëvsk,Manley,36
812,Sweden,Forshaga,Badeau,15
813,France,SaintQuentinenYvelines,Browning,34
814,France,Annecy,Bay,3
815,United States,Houston,Commercial,26
816,France,Tarbes,Roth,7
817,Germany,Nürnberg,Stone Corner,21
818,Ukraine,Rivne,Kings,24
819,Czech Republic,Horní Bříza,Bonner,23
820,Russia,Smolenskaya,Prairieview,32
821,Russia,Svetogorsk,4th,1
822,Canada,Vegreville,Corben,24
823,Japan,Matsubase,8th,1
824,Russia,Skhodnya,Garrison,40
825,France,Reims,Sundown,33
826,France,Tulle,Sutherland,32
827,Brazil,Nova Olímpia,Rieder,28
828,Canada,SaintBruno,Oak Valley,25
829,Russia,Konyshevka,Atwood,21
830,Sweden,Valbo,Crownhardt,2
831,United States,Las Vegas,Duke,17
832,Russia,Tigil’,Hovde,5
833,Ukraine,Dniprovka,Pleasure,5
834,Ukraine,Nova Praha,Kensington,16
835,Sweden,Eslöv,Melody,24
836,United States,Flushing,International,34
837,Ukraine,Oleksandrivka,Mcbride,12
838,Brazil,Senador Canedo,Charing Cross,1
839,Russia,Zhireken,Bultman,35
840,Russia,Krasnyye Chetai,Algoma,6
841,Ukraine,Zakupne,Gina,29
842,Russia,Talovyy,Fairview,24
843,Russia,Dachnoye,Swallow,13
844,Russia,Pechersk,Sheridan,32
845,Sweden,Piteå,Annamark,12
846,Russia,Sudzha,Golden Leaf,26
847,United States,Louisville,Fisk,3
848,Brazil,Barra do Garças,Lighthouse Bay,13
849,Brazil,Nova Friburgo,Leroy,13
850,Russia,Mozdok,Macpherson,5
851,Czech Republic,Předměřice nad Labem,Truax,31
852,Japan,Tatsunochōtominaga,Victoria,27
853,Brazil,São Paulo de Olivença,Continental,39
854,Russia,Kurortnyy,Esker,10
855,United States,Philadelphia,Prairieview,21
856,Germany,Essen,Algoma,28
857,Brazil,Brumado,Del Sol,1
858,Brazil,Guaçuí,Canary,4
859,France,DignelesBains,Westridge,22
860,Japan,Nonoichi,Haas,9
861,Czech Republic,Dolní Studénky,Vahlen,39
862,Russia,Mezhevoy,Warrior,35
863,France,La Rochelle,Kipling,35
864,Japan,Sakata,Crescent Oaks,14
865,Czech Republic,Rychvald,Continental,32
866,Brazil,Itaboraí,Bluestem,21
867,Russia,Aleysk,Stephen,33
868,United States,Sacramento,Springview,25
869,Russia,Pristen’,Montana,23
870,Japan,Sakainakajima,Crowley,30
871,Brazil,Lagoa Vermelha,Village,8
872,France,Poitiers,Northview,17
873,United States,Dallas,Bay,14
874,Czech Republic,Bystré,Thompson,17
875,Slovenia,Rakičan,Packers,21
876,France,Annecy,Springview,38
877,Japan,Namie,Badeau,6
878,Japan,Hannō,Loftsgordon,21
879,Ukraine,Rozhniv,Tony,25
880,Sweden,Stockholm,Mallard,33
881,Sweden,Göteborg,Mcbride,21
882,Japan,Tōkamachi,Vera,2
883,Sweden,Vårby,Schmedeman,15
884,Brazil,Itaperuna,Pine View,9
885,Japan,Mitsukaidō,Hansons,17
886,Ukraine,Ozerne,Dovetail,25
887,France,Vittel,Hollow Ridge,4
888,Canada,Magog,Sunbrook,12
889,Russia,Ushumun,Mendota,17
890,Sweden,Stockholm,Melrose,9
891,United States,New York City,Porter,32
892,Japan,Menuma,Bluejay,9
893,Sweden,Stockholm,Golf View,39
894,France,Brest,Killdeer,13
895,Japan,Chino,Caliangt,12
896,Brazil,Coroatá,Nobel,1
897,Russia,Vostochnyy,Buell,26
898,Russia,Yaroslavskiy,High Crossing,27
899,France,CharentonlePont,Anderson,12
900,France,Le Mans,Northland,22
901,Slovenia,Turnišče,Cascade,27
902,United States,Little Rock,East,24
903,Sweden,Charlottenberg,Duke,25
904,Japan,Gujō,Bunting,34
905,Sweden,Karlstad,Doe Crossing,8
906,Brazil,Limeira,Steensland,31
907,Brazil,Campina Grande,Karstens,9
908,Sweden,Vällingby,Mifflin,19
909,Ukraine,Kobelyaky,Elka,5
910,Japan,Ishiki,Morrow,12
911,Slovenia,Ruše,Messerschmidt,1
912,Russia,Vichuga,Longview,36
913,Germany,Berlin,Burning Wood,14
914,Sweden,Lidingö,Bobwhite,19
915,Canada,Timmins,Basil,9
916,Ukraine,Pervomays’ke,Glendale,10
917,Russia,Olonets,Merrick,31
918,United States,Springfield,Mariners Cove,29
919,Canada,Espanola,6th,25
920,Brazil,Porto Velho,Stang,14
921,France,La RochesurYon,Mandrake,32
922,Russia,VerkhUsugli,Sauthoff,7
923,Russia,Staraya Stanitsa,Boyd,16
924,Brazil,Porto União,Sunfield,7
925,Russia,Volzhsk,Moose,29
926,Ukraine,Sofiyivka,Karstens,39
927,Russia,Troitskoye,Tennessee,26
928,Russia,Kommunar,Lukken,30
929,Brazil,Tomé Açu,Londonderry,19
930,United States,Oklahoma City,7th,17
931,Sweden,Sollebrunn,8th,14
932,Russia,Slobodka,Hauk,32
933,Sweden,Lidingö,Clyde Gallagher,37
934,United States,San Bernardino,Straubel,20
935,Russia,Kantemirovka,Cardinal,22
936,Russia,Novozavedennoye,Annamark,39
937,United States,Boston,Paget,24
938,United States,Aurora,Coolidge,15
939,Sweden,Kåge,Garrison,4
940,Russia,Khrebtovaya,Waubesa,26
941,Czech Republic,Loučovice,Paget,21
942,Russia,Rasskazovo,Southridge,27
943,Czech Republic,Orlová,Parkside,34
944,Sweden,Burträsk,Merchant,13
945,Ukraine,Lyuboml’,American,2
946,France,Paris 07,Walton,1
947,Russia,Vrangel’,Aberg,20
948,United Kingdom,London,Old Gate,12
949,Slovenia,Škofljica,Ramsey,19
950,France,Paris 13,Little Fleur,24
951,France,Paris 11,Caliangt,39
952,Sweden,Järfälla,Warner,26
953,France,Nanterre,Dwight,31
954,Russia,Yubileyny,Dwight,7
955,United States,Erie,Roth,19
956,Czech Republic,Kout na Šumavě,Rutledge,26
957,France,Paris 12,Dunning,9
958,Norway,Oslo,Forster,30
959,Ukraine,Strabychovo,Rockefeller,2
960,Brazil,São Paulo,John Wall,15
961,Czech Republic,Nové Město pod Smrkem,Talisman,40
962,France,Longjumeau,Tennessee,19
963,France,Quimper,Shoshone,2
964,Brazil,Nossa Senhora do Socorro,Claremont,30
965,Brazil,Ariquemes,East,28
966,Sweden,Landskrona,Memorial,6
967,Ukraine,Tlumach,Ludington,1
968,Russia,Novaya Usman’,Annamark,2
969,Russia,Muromtsevo,Dakota,26
970,Canada,Claresholm,Lien,9
971,Russia,Burtunay,Morning,6
972,Russia,Nevel’,Eastlawn,12
973,Norway,Oslo,Almo,4
974,Germany,Berlin,Muir,11
975,France,Perpignan,Sherman,12
976,Brazil,Jaguarão,Barnett,1
977,Canada,SaintTite,Tomscot,16
978,Brazil,Passo Fundo,Hagan,12
979,Russia,Pervomayskaya,Buena Vista,20
980,Brazil,São Miguel do Iguaçu,Cherokee,8
981,Slovenia,Bistrica ob Sotli,Reindahl,12
982,Japan,Itako,Evergreen,23
983,Russia,Okhansk,Schlimgen,14
984,Russia,Pereslavl’Zalesskiy,Judy,17
985,Russia,Krasnorechenskiy,Badeau,40
986,France,Grenoble,Tony,10
987,Brazil,Maracás,Debra,6
988,Brazil,Balneário Camboriú,Crownhardt,22
989,United States,Huntsville,Mendota,10
990,United States,Oklahoma City,Sage,37
991,Germany,München,Katie,33
992,France,MarnelaVallée,Hanover,36
993,Czech Republic,Hrádek,Division,3
994,France,Strasbourg,Meadow Valley,29
995,Canada,Pictou,Eggendart,23
996,Czech Republic,Petřvald,Monterey,32
997,Brazil,Ariquemes,Cambridge,31
998,Ukraine,Petrikov,8th,3
999,Brazil,Alagoa Grande,Pankratz,39
1000,Russia,Sechenovo,Lakeland,31